Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
global-error,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/app/global-error.tsx,26,TrackedButton,[Empty],Handler: {() => reset()},Action,Medium,Action
not-found,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/app/not-found.tsx,21,TrackedLink,[Empty],/,Valid,Medium,OK
AgentConfiguration,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/agent/AgentConfiguration.tsx,34,button,[Empty],,Missing,High,Unknown
AgentConfiguration,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/agent/AgentConfiguration.tsx,41,button,[Empty],,Missing,High,Unknown
AgentConfiguration,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/agent/AgentConfiguration.tsx,100,button,[Empty],,Missing,High,Unknown
AgentConfiguration,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/agent/AgentConfiguration.tsx,112,button,[Empty],,Missing,High,Unknown
AgentExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/agent/AgentExplorer.tsx,17,Link,[Empty],[Dynamic: `/app/agents/${agent.id}`],Valid,Low,Unknown
AnalyticsSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/AnalyticsSidebar.tsx,34,button,{dynamic},Handler: {() => setActiveView(item.id)},Action,Medium,Action
AnalyticsSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/AnalyticsSidebar.tsx,49,button,{dynamic},Handler: {() => setActiveView(item.id)},Action,Medium,Action
AnalyticsSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/AnalyticsSidebar.tsx,64,button,{dynamic} {dynamic},Handler: {() => setActiveView(item.id)},Action,Medium,Action
AnalyticsSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/AnalyticsSidebar.tsx,78,button,[Icon/Image],,Missing,High,Unknown
TraceDetails,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/TraceDetails.tsx,20,button,[Icon/Image],Handler: {() => setSelectedTraceId(null)},Action,Medium,Action
TraceExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/TraceExplorer.tsx,19,button,[Empty],,Missing,High,Unknown
TraceExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/analytics/TraceExplorer.tsx,42,tr,[Empty],Handler: {() => setSelectedTraceId(trace.traceId)},Action,Medium,Action
ArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/architecture/ArchitectureCanvas.tsx,180,TrackedButton,[Icon/Image],Handler: {onDownloadPng},Action,Medium,Action
ArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/architecture/ArchitectureCanvas.tsx,183,TrackedButton,[Icon/Image],Handler: {onDownloadSvg},Action,Medium,Action
ArchitectureCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/architecture/ArchitectureCanvas.tsx,181,ImageIcon,[ImageIcon],,Missing,High,Unknown
AnimatedButton,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/cerebro/AnimatedButton.tsx,17,motion.button,[Icon/Image],,Missing,High,Unknown
ThemeToggle,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/cerebro/ThemeToggle.tsx,33,button,{dynamic} {dynamic},Handler: {() => setTheme(option.value)},Action,Medium,Action
ThemeToggle,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/cerebro/ThemeToggle.tsx,44,Icon,[Icon],,Missing,High,Unknown
TrackedButton,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/cerebro/TrackedButton.tsx,34,button,{dynamic},Handler: {handleClick},Action,Medium,Action
TrackedLink,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/cerebro/TrackedLink.tsx,38,Link,[Empty],[Dynamic: href],Valid,Low,Unknown
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,234,TrackedButton,[Icon/Image],,Missing,High,Unknown
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,242,TrackedButton,[Empty],Handler: {() => setStep("login")},Action,Medium,Action
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,410,TrackedButton,{dynamic},,Missing,High,Unknown
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,518,TrackedButton,[Icon/Image],,Missing,High,Unknown
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,260,CreditCard,[CreditCard],,Missing,High,Unknown
AuthGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/AuthGate.tsx,320,CreditCard,[CreditCard],,Missing,High,Unknown
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,575,TrackedButton,[Empty],Handler: {() => setActiveSandbox(s.id)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,610,TrackedButton,[Empty],Handler: {() => setActiveSandbox(s.id)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,645,TrackedButton,[Empty],Handler: {() => setActiveSandbox(s.id)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,668,TrackedButton,[Icon/Image],Handler: {() => {                setActiveSandbox(null);                setMatchAudited(false);                setMatchResult(null);                setQuizStep(0);                setQuizAnswers({});                setReadinessStep(0);                setReadinessAnswers({});                setSupportOutput(null);                setRagAnswer("");                setRagSteps([]);                setHrCandidates([]);              }},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,701,TrackedButton,[Empty],Handler: {() => addFlowNode("Trigger"  "Webhook API Received"  "var(--hive-orange)")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,702,TrackedButton,[Empty],Handler: {() => addFlowNode("AI Node"  "Sentiment Router"  "var(--neural-blue)")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,703,TrackedButton,[Empty],Handler: {() => addFlowNode("Action"  "Slack Alerts Node"  "var(--violet)")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,704,TrackedButton,[Empty],Handler: {clearFlowCanvas},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,710,TrackedButton,{dynamic},Handler: {runFlowSimulation},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,766,TrackedButton,{dynamic},Handler: {runAgentSimulation},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,831,TrackedButton,[Empty],Handler: {() => setQuizStep(1)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,845,TrackedButton,[Empty],Handler: {() => {                              setQuizAnswers(prev => ({ ...prev  [question.id]: opt.key }));                              if (quizStep < 3) {                                setQuizStep(quizStep + 1);                              } else {                                submitQuizAnswers();                              }                            }},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,894,TrackedButton,[Empty],Handler: {handleDownloadCert},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,897,TrackedButton,[Empty],Handler: {() => setQuizStep(0)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,909,TrackedButton,[Empty],Handler: {() => { setQuizStep(0); setQuizAnswers({}); }},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,959,TrackedButton,[Empty],Handler: {() => auditAction(row.id  "approve")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,960,TrackedButton,[Empty],Handler: {() => auditAction(row.id  "flag")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,994,TrackedButton,[Empty],Handler: {() => setReadinessStep(1)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1007,TrackedButton,[Empty],Handler: {() => {                              setReadinessAnswers(prev => ({ ...prev  [question.id]: opt.score }));                              if (readinessStep < 4) {                                setReadinessStep(readinessStep + 1);                              } else {                                setReadinessStep(5);                              }                            }},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1045,TrackedButton,[Empty],Handler: {downloadReadinessReport},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1048,TrackedButton,[Empty],Handler: {() => { setReadinessStep(0); setReadinessAnswers({}); }},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1129,TrackedButton,{dynamic},Handler: {() => setSupportText(t.text)},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1143,TrackedButton,{dynamic},Handler: {runSupportSimulation},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1197,TrackedButton,[Empty],Handler: {() => setRagQuery("What are the database backup rules?")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1198,TrackedButton,[Empty],Handler: {() => setRagQuery("What encryption protocols govern API nodes?")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1199,TrackedButton,[Empty],Handler: {() => setRagQuery("Who maintains access keys for production storage?")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1202,TrackedButton,{dynamic},Handler: {runRagSimulation},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1256,TrackedButton,{dynamic},Handler: {runHrSimulation},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1279,TrackedButton,[Empty],Handler: {() => hrAction(c.name  "Shortlisted")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1280,TrackedButton,[Empty],Handler: {() => hrAction(c.name  "Rejected")},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1344,TrackedButton,[Empty],Handler: {runMatchAudit},Action,Medium,Action
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,1353,TrackedButton,[Empty],,Missing,High,Unknown
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,567,Icon,[Icon],,Missing,High,Unknown
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,602,Icon,[Icon],,Missing,High,Unknown
FreeTierDashboard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/dashboard/FreeTierDashboard.tsx,637,Icon,[Icon],,Missing,High,Unknown
Breadcrumbs,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/discovery/Breadcrumbs.tsx,29,TrackedLink,{dynamic},[Dynamic: item.href],Valid,Medium,Unknown
FaqSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/discovery/FaqSection.tsx,34,TrackedButton,[Empty],Handler: {() => setOpenIndex(openIndex === i ? null : i)},Action,Medium,Action
PromptExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/editor/PromptExplorer.tsx,17,Link,[Empty],[Dynamic: `/prompts/${prompt.id}`],Valid,Low,Unknown
TestConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/editor/TestConsole.tsx,12,button,[Empty],,Missing,High,Unknown
DatasetViewer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/DatasetViewer.tsx,21,button,[Empty],,Missing,High,Unknown
DatasetViewer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/DatasetViewer.tsx,22,button,[Empty],,Missing,High,Unknown
EvaluationSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/EvaluationSidebar.tsx,28,button,{dynamic},Handler: {() => setActiveView(item.id)},Action,Medium,Action
EvaluationSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/EvaluationSidebar.tsx,43,button,{dynamic},Handler: {() => setActiveView(item.id)},Action,Medium,Action
EvaluationSidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/EvaluationSidebar.tsx,56,button,[Icon/Image],,Missing,High,Unknown
RunResults,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/RunResults.tsx,29,button,[Empty],,Missing,High,Unknown
RunResults,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/RunResults.tsx,30,button,[Empty],,Missing,High,Unknown
RunResults,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/RunResults.tsx,88,button,[Empty],,Missing,High,Unknown
RunResults,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/evaluation/RunResults.tsx,95,button,[Empty],,Missing,High,Unknown
CaseStudiesPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/CaseStudiesPreview.tsx,63,TrackedLink,[Empty],/case-studies,Valid,Medium,OK
CaseStudiesPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/CaseStudiesPreview.tsx,150,TrackedLink,[Icon/Image],[Dynamic: cs.href],Valid,Medium,Unknown
FinalCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/FinalCTA.tsx,103,TrackedLink,{dynamic},/contact,Valid,Medium,OK
FinalCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/FinalCTA.tsx,114,TrackedLink,{dynamic},/tools/ai-readiness,Valid,Medium,OK
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/HeroSection.tsx,141,TrackedLink,{dynamic},/contact,Valid,Medium,OK
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/HeroSection.tsx,144,TrackedLink,{dynamic},/solutions,Valid,Medium,Broken (404)
ServicesOverview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/ServicesOverview.tsx,160,TrackedLink,{dynamic} {dynamic},[Dynamic: service.href],Valid,Medium,Unknown
ServicesOverview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/ServicesOverview.tsx,136,Icon,[Icon],,Missing,High,Unknown
SolutionRecommenderTeaser,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/SolutionRecommenderTeaser.tsx,67,TrackedButton,{dynamic},Handler: {() => handleSelect(i)},Action,Medium,Action
SolutionRecommenderTeaser,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/SolutionRecommenderTeaser.tsx,114,TrackedButton,[Icon/Image],Handler: {() => router.push("/tools/solution-finder")},Action,Medium,Action
SolutionsGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/SolutionsGrid.tsx,169,TrackedLink,{dynamic},[Dynamic: sol.href],Valid,Medium,Unknown
SolutionsGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/SolutionsGrid.tsx,196,TrackedLink,{dynamic},/solutions,Valid,Medium,Broken (404)
SolutionsGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/home/SolutionsGrid.tsx,126,Icon,[Icon],,Missing,High,Unknown
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,217,TrackedLink,[Icon/Image],/products,Valid,Medium,OK
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,234,TrackedLink,[Icon/Image],[Dynamic: res.link],Valid,Medium,Unknown
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,255,TrackedLink,[Icon/Image],[Dynamic: `/industries/${rel}`],Valid,Medium,Unknown
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,294,Button,[Empty],Handler: {() => analytics.track({ eventName: 'click'  category: 'industry-explorer'  label: 'Book Industry Workshop' })},Action,Medium,Action
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,301,Button,[Empty],Handler: {() => analytics.track({ eventName: 'click'  category: 'industry-explorer'  label: 'Download Blueprint' })},Action,Medium,Action
IndustryDetailView,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryDetailView.tsx,70,Icon,[Icon],,Missing,High,Unknown
IndustryPageLayout,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryPageLayout.tsx,22,TrackedLink,{dynamic} {dynamic},[Dynamic: `/industries/${s.slug}`],Valid,Medium,Unknown
IndustryPageLayout,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/IndustryPageLayout.tsx,89,TrackedButton,{dynamic},,Missing,High,Unknown
InteractiveIndustryExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/InteractiveIndustryExplorer.tsx,65,TrackedButton,[Icon/Image],Handler: {() => toggleCategory(cat)},Action,Medium,Action
InteractiveIndustryExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/InteractiveIndustryExplorer.tsx,89,TrackedLink,{dynamic},[Dynamic: `/industries/${ind.slug}`],Valid,Medium,Unknown
InteractiveIndustryExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/InteractiveIndustryExplorer.tsx,146,TrackedLink,[Empty],[Dynamic: `/industries/${ind.slug}`],Valid,Medium,Unknown
InteractiveIndustryGlobe,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/InteractiveIndustryGlobe.tsx,174,motion.div,{dynamic} {dynamic},Handler: {() => {                  // All 15 industries are now fully built engines  navigate directly to them                  router.push(`/industries/${node.slug}`);                }},Action,Medium,Action
InteractiveIndustryGlobe,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/industries/InteractiveIndustryGlobe.tsx,200,Icon,[Icon],,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,172,motion.button,[Icon/Image],Handler: {() => {                analytics.track({ eventName: 'click'  category: 'cerebro-chat'  label: 'Open Cerebro Chat' });                setIsOpen(true);              }},Action,Medium,Action
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,230,TrackedButton,[Icon/Image],Handler: {() => setIsOpen(false)},Action,Medium,Action
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,250,TrackedButton,[Icon/Image],,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,346,TrackedButton,{dynamic},,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,366,TrackedButton,{dynamic},Handler: {() => handleSend(prompt.text)},Action,Medium,Action
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,399,TrackedButton,[Icon/Image],,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,400,TrackedButton,[Icon/Image],,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,401,TrackedButton,[Icon/Image],,Missing,High,Unknown
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,403,TrackedButton,[Icon/Image],Handler: {() => handleSend(input)},Action,Medium,Action
CerebroChat,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/CerebroChat.tsx,428,TrackedButton,{dynamic} {dynamic},Handler: {() => setActiveTab(tab.id as any)},Action,Medium,Action
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,234,TrackedLink,{dynamic},[Dynamic: link.href],Valid,Medium,Unknown
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,246,TrackedButton,{dynamic},Handler: {() => setOpenAccordion(openAccordion === category ? null : category)},Action,Medium,Action
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,260,TrackedLink,{dynamic},[Dynamic: link.href],Valid,Medium,Unknown
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,292,TrackedLink,[Icon/Image],[Dynamic: social.href],Valid,Medium,Unknown
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,371,TrackedLink,[Icon/Image],/,Valid,Medium,OK
Footer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Footer.tsx,390,TrackedLink,[Empty],/sitemap,Valid,Medium,OK
Navbar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/apps/studio/components/layout/Navbar.tsx,48,TrackedLink,[Icon/Image],/,Valid,Medium,OK
